  step 842900 | loss 0.1106 | kl 0.0275 | val_kl 0.0325 | clus 0.4306 | sep 0.3679 | mse(diag) 0.1330 | eff_K 2000/2000 | dying 52
  step 843000 | loss 0.1114 | kl 0.0239 | val_kl 0.0331 | clus 0.4342 | sep 0.3713 | mse(diag) 0.1425 | eff_K 2000/2000 | dying 55
  [reinit] step 843000: 176 dead clusters
  step 843100 | loss 0.1180 | kl 0.0305 | val_kl 0.0322 | clus 0.4541 | sep 0.3722 | mse(diag) 0.1401 | eff_K 2000/2000 | dying 52
  step 843200 | loss 0.1033 | kl 0.0209 | val_kl 0.0330 | clus 0.4349 | sep 0.3713 | mse(diag) 0.1311 | eff_K 2000/2000 | dying 58
  step 843300 | loss 0.1074 | kl 0.0228 | val_kl 0.0332 | clus 0.4421 | sep 0.3705 | mse(diag) 0.1351 | eff_K 2000/2000 | dying 62
  step 843400 | loss 0.0991 | kl 0.0211 | val_kl 0.0330 | clus 0.4237 | sep 0.3720 | mse(diag) 0.1224 | eff_K 2000/2000 | dying 64
  step 843500 | loss 0.1061 | kl 0.0221 | val_kl 0.0322 | clus 0.4424 | sep 0.3684 | mse(diag) 0.1337 | eff_K 2000/2000 | dying 59
  step 843600 | loss 0.1069 | kl 0.0231 | val_kl 0.0329 | clus 0.4511 | sep 0.3721 | mse(diag) 0.1324 | eff_K 2000/2000 | dying 56
  step 843700 | loss 0.1134 | kl 0.0296 | val_kl 0.0308 | clus 0.4395 | sep 0.3686 | mse(diag) 0.1336 | eff_K 2000/2000 | dying 62
  step 843800 | loss 0.1050 | kl 0.0225 | val_kl 0.0322 | clus 0.4368 | sep 0.3695 | mse(diag) 0.1311 | eff_K 2000/2000 | dying 65
  step 843900 | loss 0.1041 | kl 0.0210 | val_kl 0.0318 | clus 0.4386 | sep 0.3708 | mse(diag) 0.1322 | eff_K 2000/2000 | dying 66
  step 844000 | loss 0.1059 | kl 0.0229 | val_kl 0.0321 | clus 0.4492 | sep 0.3695 | mse(diag) 0.1307 | eff_K 2000/2000 | dying 60
  [reinit] step 844000: 197 dead clusters
  step 844100 | loss 0.1070 | kl 0.0214 | val_kl 0.0334 | clus 0.4615 | sep 0.3713 | mse(diag) 0.1351 | eff_K 2000/2000 | dying 42
  step 844200 | loss 0.1030 | kl 0.0208 | val_kl 0.0325 | clus 0.4451 | sep 0.3688 | mse(diag) 0.1294 | eff_K 2000/2000 | dying 37
  step 844300 | loss 0.1083 | kl 0.0238 | val_kl 0.0332 | clus 0.4576 | sep 0.3744 | mse(diag) 0.1331 | eff_K 2000/2000 | dying 43
  step 844400 | loss 0.1056 | kl 0.0218 | val_kl 0.0307 | clus 0.4361 | sep 0.3701 | mse(diag) 0.1339 | eff_K 2000/2000 | dying 40
  step 844500 | loss 0.1047 | kl 0.0235 | val_kl 0.0319 | clus 0.4344 | sep 0.3716 | mse(diag) 0.1285 | eff_K 2000/2000 | dying 40
  step 844600 | loss 0.1044 | kl 0.0231 | val_kl 0.0325 | clus 0.4476 | sep 0.3670 | mse(diag) 0.1270 | eff_K 2000/2000 | dying 38
  step 844700 | loss 0.1074 | kl 0.0247 | val_kl 0.0343 | clus 0.4445 | sep 0.3714 | mse(diag) 0.1304 | eff_K 2000/2000 | dying 40
  step 844800 | loss 0.1066 | kl 0.0247 | val_kl 0.0321 | clus 0.4355 | sep 0.3736 | mse(diag) 0.1298 | eff_K 2000/2000 | dying 39
  step 844900 | loss 0.1097 | kl 0.0242 | val_kl 0.0318 | clus 0.4510 | sep 0.3715 | mse(diag) 0.1362 | eff_K 2000/2000 | dying 40
  step 845000 | loss 0.1083 | kl 0.0245 | val_kl 0.0325 | clus 0.4567 | sep 0.3707 | mse(diag) 0.1318 | eff_K 2000/2000 | dying 36
  [reinit] step 845000: 194 dead clusters
  step 845100 | loss 0.1048 | kl 0.0209 | val_kl 0.0314 | clus 0.4603 | sep 0.3715 | mse(diag) 0.1313 | eff_K 2000/2000 | dying 33
  step 845200 | loss 0.1026 | kl 0.0198 | val_kl 0.0309 | clus 0.4501 | sep 0.3717 | mse(diag) 0.1301 | eff_K 2000/2000 | dying 52
